Tl_x_cFTLD	Tl_y_cFTLD	w_cFTLD	h_cFTLD	dx_cfTLD	dy_cfTLD	dw_cfTLD	dh_cfTLD	Tl_x_CMT	Tl_y_CMT	w_CMT	h_CMT	dx_CMT	dy_CMT	dw_CMT	dh_CMT	Tl_x_ST	Tl_y_ST	w_ST	h_ST	dx_ST	dy_ST	dw_ST	dh_ST	Tl_x_GT	Tl_y_GT	w_GT	h_GT	dx_GT	dy_GT	dw_GT	dh_GT	Tl_x	Tl_y	w	h	cFTLD_cov	CMT_cov	STRUCK_cov
307	223	53	89	3.76114e-06	1.4264e-05	5.17542e-07	1.04998e-06	323	262	19	31	9.61432e-06	7.56405e-06	4.26069e-06	-7.71823e-07	243	176	48	80	-0.00019162	-4.09489e-05	0	0	311	255	49	80	0.00187941	0.429587	0.0121176	0.420099	314	244	40	66	10.003	11.3352	3027.44
307	224	53	89	3.76114e-06	-1.8607e-05	5.17542e-07	1.04998e-06	323	262	19	31	-1.00424e-05	-1.20927e-05	-3.18429e-07	4.56721e-07	242	174	48	80	5.61511e-06	1.38487e-05	0	0	311	255	49	80	0.0114716	0.168707	0.0173884	0.231153	314	244	40	66	10.0029	11.3369	3293.67
308	224	54	90	1.19789e-05	-1.03892e-05	1.54476e-06	3.10442e-06	323	261	18	32	-6.46845e-06	-4.94477e-06	-7.65173e-07	1.01515e-06	240	173	48	80	-8.20738e-05	-4.09233e-05	0	0	311	255	50	80	0.0104082	0.0239397	0.014601	0.0912708	314	245	41	67	10.0028	11.3172	3514.69
308	224	54	90	-1.26743e-05	-2.17149e-06	-1.53689e-06	-3.05889e-06	323	261	18	32	1.31883e-05	1.47119e-05	4.63372e-07	1.01515e-06	236	172	48	80	2.75185e-05	1.11377e-05	0	0	312	255	50	80	0.00641235	-0.0372482	0.00953767	0.0158222	314	246	41	68	10.0028	11.2972	3759.56
308	223	54	90	-1.26743e-05	1.01551e-05	-1.53689e-06	-3.05889e-06	323	262	19	32	6.04037e-06	3.9901e-06	6.86743e-07	1.01515e-06	232	170	48	80	5.75823e-05	2.75724e-05	0	0	311	255	50	80	0.00292134	0.224597	0.00500768	0.338864	314	245	41	67	10.0029	11.4867	3901.48
307	223	53	89	3.76114e-06	6.04625e-06	5.17542e-07	1.04998e-06	323	262	19	32	-1.18294e-05	-1.38796e-05	-4.30115e-07	1.01515e-06	229	168	48	80	1.65067e-05	1.38708e-05	0	0	311	255	50	81	0.000805256	0.261692	0.00192271	0.319642	314	246	41	68	10.003	11.5887	3956.18
307	224	53	89	7.87001e-06	-1.8607e-05	1.03115e-06	2.0772e-06	323	261	18	32	-2.8945e-06	-1.37082e-06	-5.41801e-07	1.01515e-06	226	167	48	80	-3.82845e-05	-8.03366e-06	0	0	311	255	50	81	-0.000129259	0.203807	0.000230382	0.55316	314	245	41	69	10.003	11.8147	3980.23
308	224	54	90	1.19789e-05	-2.17149e-06	1.54476e-06	3.10442e-06	323	261	18	32	1.49752e-05	1.64989e-05	5.75057e-07	1.01515e-06	223	165	48	80	4.39734e-05	2.75763e-05	0	0	311	255	50	82	-0.000376315	0.125987	-0.000470651	0.430785	313	246	42	69	10.003	11.9119	3995.4
308	223	54	90	7.87001e-06	6.04625e-06	1.03115e-06	2.0772e-06	323	262	19	30	4.2534e-06	2.20313e-06	5.75057e-07	-0.0837051	221	164	48	80	1.3869e-05	1.11452e-05	0	0	311	255	50	82	-0.000322607	0.33672	-0.000605827	0.593234	313	245	42	69	10.0032	12.7066	4000.57
308	224	54	90	-3.47728e-07	-1.8607e-05	3.93277e-09	2.27667e-08	323	262	19	30	-1.18294e-05	-1.38796e-05	-4.30115e-07	0.000686542	220	165	48	80	-4.09084e-05	5.66609e-06	0	0	311	255	49	83	-0.000182967	0.323726	-0.00049056	0.434743	313	245	42	70	10.0033	12.8267	4001.98
308	224	54	90	-4.4566e-06	6.04625e-06	-5.09676e-07	-1.00445e-06	323	261	18	32	-2.8945e-06	-1.37082e-06	-5.41801e-07	0.0712155	219	165	48	80	1.11526e-05	5.66609e-06	0	0	312	255	49	83	-7.5551e-05	0.229895	-0.000311373	0.232632	313	245	42	70	10.0033	12.3482	4003.18
307	224	53	89	1.19789e-05	-6.28036e-06	1.54476e-06	3.10442e-06	323	261	18	32	1.49752e-05	1.64989e-05	5.75057e-07	-0.00450685	218	165	48	80	-4.09064e-05	5.66609e-06	0	0	312	255	49	83	-2.18433e-05	0.131343	-0.000157334	0.0881504	313	245	42	70	10.0033	12.3921	4004.2
307	223	53	89	1.19789e-05	1.4264e-05	1.54476e-06	3.10442e-06	323	262	19	31	2.46642e-06	4.16156e-07	4.63372e-07	-0.00122921	217	165	48	80	-8.02434e-06	5.66609e-06	0	0	312	255	49	83	0.35199	0.0580839	-5.67373e-05	0.364353	314	244	41	69	10.0033	12.6793	4005.08
307	224	53	89	7.87001e-06	-1.8607e-05	1.03115e-06	2.0772e-06	323	261	19	32	-1.54033e-05	-1.56666e-05	-6.53487e-07	0.000215339	216	163	48	80	1.66317e-05	1.66131e-05	0	0	313	255	49	84	0.337123	0.289188	-3.29528e-06	0.321653	314	245	42	70	10.0036	12.9174	4006.27
307	223	53	89	-3.47728e-07	1.83729e-05	3.93277e-09	2.27667e-08	323	261	18	32	6.79447e-07	2.20313e-06	-3.18429e-07	9.16648e-06	230	174	48	80	0.00124109	0.000950653	0	0	313	255	49	84	0.213853	0.296942	1.76624e-05	0.547191	314	244	42	70	10.0037	13.3725	3915.3
308	224	54	90	-4.4566e-06	1.4264e-05	-5.09676e-07	-1.00445e-06	323	261	18	31	1.49752e-05	1.64989e-05	5.75057e-07	-7.47471e-06	228	174	48	80	1.65146e-05	5.50443e-06	0	0	313	255	49	85	0.100401	0.218301	2.0806e-05	0.424447	314	245	42	71	10.0037	13.5714	3929.44
307	224	53	89	1.19789e-05	-6.28036e-06	1.54476e-06	3.10442e-06	323	262	19	31	2.46642e-06	4.16156e-07	4.63372e-07	-3.26815e-07	227	174	48	80	-9.03402e-05	5.50443e-06	0	0	313	255	50	85	0.0299256	0.128669	1.66145e-05	0.589013	313	245	43	72	10.0037	14.038	3941.5
308	224	54	90	-8.56547e-06	-6.28036e-06	-1.02328e-06	-2.03167e-06	323	262	19	31	-1.54033e-05	-1.56666e-05	-6.53487e-07	9.0173e-07	228	178	48	80	5.54439e-06	0.000172599	0	0	313	255	50	86	-0.00243872	0.334205	1.03272e-05	0.432662	313	244	43	72	10.004	14.3863	3905.91
308	223	54	90	-3.47728e-07	6.04625e-06	3.93277e-09	2.27667e-08	323	261	18	32	-1.10753e-06	4.16154e-07	-4.30115e-07	1.01342e-06	214	166	48	80	-0.000569667	-0.000482096	0	0	313	255	50	86	-0.0116013	0.319945	5.08778e-06	0.583927	313	245	43	73	10.0042	15.0378	4006.26
308	224	54	90	-1.26743e-05	-1.8607e-05	-1.53689e-06	-3.05889e-06	323	261	18	32	1.14013e-05	1.2925e-05	3.51686e-07	1.01342e-06	218	168	48	80	0.00029062	9.32051e-05	0	0	312	255	50	87	-0.0103552	0.226676	1.94413e-06	0.425247	313	245	43	74	10.0043	15.3045	4003.14
308	223	54	90	1.60878e-05	-1.03892e-05	2.05837e-06	4.13164e-06	323	262	19	30	7.82734e-06	5.77708e-06	7.98429e-07	-0.0837051	224	169	48	80	0.000265973	4.11566e-05	0	0	312	255	50	87	-0.00632716	0.129214	-1.51631e-07	0.5784	313	244	44	75	10.0042	17.2581	3989.43
308	224	54	90	3.76114e-06	-1.03892e-05	5.17542e-07	1.04998e-06	323	261	19	32	-4.68147e-06	-6.73174e-06	1.66283e-08	0.103127	229	169	48	80	-7.37821e-05	-5.41594e-06	0	0	312	255	50	88	-0.00285764	0.0569521	-1.19951e-06	0.42225	313	244	44	75	10.0042	16.212	3964.04
308	224	54	90	-3.47728e-07	1.83729e-05	3.93277e-09	2.27667e-08	323	261	19	32	-1.18294e-05	-1.03057e-05	-9.88544e-07	0.0112742	235	169	48	80	0.00027683	-5.41594e-06	0	0	312	254	50	88	-0.000773776	0.0140477	-1.19951e-06	0.577243	313	244	44	76	10.0041	16.9344	3893.41
308	223	54	90	3.76114e-06	-1.44981e-05	5.17542e-07	1.04998e-06	323	262	18	31	7.82734e-06	9.35102e-06	1.28314e-07	-0.00291913	239	169	48	80	4.12066e-05	-5.41594e-06	0	0	312	255	50	89	0.000139256	0.2687	-1.19951e-06	0.42207	313	243	44	75	10.0046	17.1472	3799.22
308	224	54	90	-1.67832e-05	-1.44981e-05	-2.0505e-06	-4.0861e-06	323	262	19	31	9.61432e-06	7.56405e-06	9.10115e-07	0.000125533	245	167	48	80	7.9541e-05	-8.14914e-06	0	0	312	255	50	89	0.000364829	0.290965	-1.19951e-06	0.577428	313	243	44	76	10.0048	17.1406	3583.26
307	224	53	89	7.87001e-06	-1.03892e-05	1.03115e-06	2.0772e-06	323	261	19	32	-8.25542e-06	-1.03057e-05	-2.06743e-07	5.59532e-05	251	169	48	80	7.39205e-05	8.29155e-06	0	0	313	255	50	90	0.000311121	0.219441	-1.19951e-06	0.422301	313	244	44	76	10.0049	17.1393	3033.36
308	224	54	90	3.76114e-06	-2.17149e-06	5.17542e-07	1.04998e-06	323	261	18	32	-8.25542e-06	-6.73174e-06	-8.76859e-07	-7.93109e-06	256	170	48	80	-3.02201e-05	-1.08993e-05	0	0	313	255	50	90	0.000182222	0.132173	-1.19951e-06	0.225613	313	244	44	76	10.005	17.1396	2307.44
308	224	54	90	-1.67832e-05	6.04625e-06	-2.0505e-06	-4.0861e-06	323	261	18	31	1.14013e-05	1.2925e-05	3.51686e-07	-5.59821e-07	260	168	48	80	0.000375294	-9.30987e-05	0	0	313	255	50	90	7.48068e-05	0.0629377	-1.19951e-06	0.0852824	313	244	44	76	10.0049	17.1396	1931.03
307	224	53	89	1.19789e-05	1.01551e-05	1.54476e-06	3.10442e-06	323	262	19	31	7.82734e-06	5.77708e-06	7.98429e-07	7.80409e-07	263	167	48	80	-1.9193e-05	1.09943e-05	0	0	313	254	50	90	2.1099e-05	-0.255166	-1.19951e-06	0.0118021	313	243	43	75	10.0044	17.1396	1710.66
308	223	54	90	3.76114e-06	1.83729e-05	5.17542e-07	1.04998e-06	323	262	19	32	-1.18294e-05	-1.38796e-05	-4.30115e-07	1.00378e-06	265	166	48	80	1.91779e-05	-8.19338e-06	0	0	313	254	50	90	-1.11257e-05	-0.305095	-1.19951e-06	-0.0151108	313	243	44	76	10.0041	17.1396	1630.04
307	223	53	89	-8.56547e-06	1.83729e-05	-1.02328e-06	-2.03167e-06	323	261	18	32	-4.68147e-06	-3.15779e-06	-6.53487e-07	1.00378e-06	268	165	48	80	0.00013423	-4.1063e-05	0	0	313	253	50	90	-2.18672e-05	-0.240127	-1.19951e-06	-0.0181265	313	243	44	76	10.004	17.1396	1457.16
308	224	54	90	-1.67832e-05	-1.44981e-05	-2.0505e-06	-4.0861e-06	323	261	18	32	1.31883e-05	1.47119e-05	4.63372e-07	1.00378e-06	271	166	48	80	0.000287581	5.50954e-06	0	0	313	253	50	89	-1.11257e-05	-0.149657	-1.19951e-06	-0.0126806	313	243	44	76	10.004	17.1396	1171.34
307	224	53	89	3.76114e-06	-6.28036e-06	5.17542e-07	1.04998e-06	323	262	19	32	4.2534e-06	2.20313e-06	5.75057e-07	1.00378e-06	273	166	48	80	7.93888e-05	5.50954e-06	0	0	313	253	50	89	-1.11257e-05	-0.0744103	-1.19951e-06	-0.00653101	313	243	44	76	10.004	17.1396	1007.68
307	223	53	89	1.19789e-05	1.4264e-05	1.54476e-06	3.10442e-06	323	262	19	32	-1.00424e-05	-1.20927e-05	-3.18429e-07	1.00378e-06	275	166	48	80	-1.92271e-05	5.50954e-06	0	0	313	253	50	89	-1.11257e-05	-0.025579	-1.19951e-06	-0.00232838	313	243	44	76	10.004	17.1396	865.504
308	223	54	90	-4.4566e-06	1.01551e-05	-5.09676e-07	-1.00445e-06	323	262	18	30	-4.68147e-06	-3.15779e-06	-6.53487e-07	-0.0690255	276	163	48	80	4.65263e-05	-8.76419e-05	0	0	312	253	50	89	-0.35199	-0.274824	-1.19951e-06	-0.000206923	313	242	44	75	10.0036	18.7117	1045.32
308	224	54	90	3.76114e-06	-2.17149e-06	5.17542e-07	1.04998e-06	323	261	18	32	1.14013e-05	1.2925e-05	3.51686e-07	0.0866324	276	161	48	80	-8.26486e-06	-2.18975e-05	0	0	311	253	50	89	-0.337113	-0.293376	-1.19951e-06	0.000523503	312	242	44	76	10.0034	16.9716	1334.68
308	224	54	90	-8.56547e-06	1.83729e-05	-1.02328e-06	-2.03167e-06	323	261	19	32	6.04037e-06	3.9901e-06	6.86743e-07	-0.00126841	278	160	48	80	0.000189008	-9.31262e-05	0	0	311	252	50	89	-0.213843	-0.219789	-1.19951e-06	0.000563784	312	243	44	76	10.0033	17.1005	1333.49
308	223	54	90	-1.26743e-05	-6.28036e-06	-1.53689e-06	-3.05889e-06	323	262	19	31	-1.18294e-05	-1.38796e-05	-4.30115e-07	-0.0018771	279	158	48	80	1.37056e-05	-2.18854e-05	0	0	311	252	50	90	-0.100402	-0.13165	-1.19951e-06	0.000378492	312	243	44	76	10.0033	17.1471	1585.77
307	223	53	89	3.76114e-06	-1.03892e-05	5.17542e-07	1.04998e-06	323	261	18	30	-2.8945e-06	-0.069025	-5.41801e-07	-0.0688257	279	157	48	80	-2.73172e-06	-4.10573e-05	0	0	311	252	50	90	-0.0299263	-0.336926	-1.19951e-06	0.000187829	312	242	44	76	10.003	18.468	1760.61
307	224	53	89	-3.47728e-07	6.04625e-06	3.93277e-09	2.27667e-08	323	262	18	32	1.49752e-05	0.0733182	5.75057e-07	0.0733432	278	155	48	80	-0.000123263	-8.76343e-05	0	0	311	251	50	90	0.00243796	-0.321828	-1.19951e-06	6.16158e-05	312	243	44	76	10.0028	16.9824	2120.81
308	224	54	90	3.76114e-06	6.04625e-06	5.17542e-07	1.04998e-06	323	262	19	32	2.46642e-06	-0.00309105	4.63372e-07	-0.00310129	279	153	48	80	-2.72284e-06	-2.18705e-05	0	0	311	251	50	90	0.0116005	-0.227728	-1.19951e-06	-1.48095e-07	312	243	44	76	10.0028	17.1178	2475.57
308	224	54	90	-1.67832e-05	1.4264e-05	-2.0505e-06	-4.0861e-06	323	262	19	30	-1.54033e-05	-0.00141129	-6.53487e-07	-0.0704302	277	149	48	80	-4.65744e-05	-0.000175278	0	0	312	251	50	90	0.0103545	-0.129671	-1.19951e-06	-1.89458e-05	312	243	44	77	10.0028	18.7186	3140.7
307	223	53	89	-8.56547e-06	1.93738e-06	-1.02328e-06	-2.03167e-06	323	261	18	32	6.79447e-07	0.000196983	-3.18429e-07	0.0735167	276	145	48	80	-0.000156146	-0.000665653	0	0	312	251	50	90	0.0063264	-0.0570574	-1.19951e-06	-1.89458e-05	312	243	44	77	10.0028	16.9537	3569.69
307	223	53	89	7.87001e-06	-1.44981e-05	1.03115e-06	2.0772e-06	323	261	18	32	1.67622e-05	5.77657e-06	7.98429e-07	-0.00308018	275	141	48	80	-4.1078e-05	-0.000172569	0	0	312	251	50	89	0.00285688	-0.0139853	-1.19951e-06	-1.3575e-05	313	243	44	76	10.0028	17.1137	3801.35
308	223	54	90	-4.4566e-06	-1.44981e-05	-5.09676e-07	-1.00445e-06	323	262	19	31	-1.10752e-06	-1.03062e-05	2.4e-07	-0.00141092	276	137	48	80	2.755e-06	-4.65629e-05	0	0	312	251	50	90	0.000773016	0.00610889	-1.19951e-06	0.351974	313	242	43	75	10.0028	17.1463	3907.56
307	223	53	89	7.87001e-06	-6.28036e-06	1.03115e-06	2.0772e-06	323	262	19	31	-1.54033e-05	3.98959e-06	-6.53487e-07	0.00018317	276	133	48	80	2.755e-06	-4.66374e-05	0	0	312	251	50	91	-0.000140016	0.0120106	-1.19951e-06	0.337105	313	242	44	76	10.0029	17.1402	3960.64
307	224	53	89	-8.56547e-06	1.4264e-05	-1.02328e-06	-2.03167e-06	323	261	18	32	2.46642e-06	1.11375e-05	-2.06743e-07	2.47999e-05	278	131	48	80	0.000183565	-0.000189117	0	0	312	251	50	91	-0.000365589	0.0109375	-1.19951e-06	0.213845	313	242	44	76	10.0029	17.1394	3971.14
307	223	53	89	-3.47728e-07	1.93738e-06	3.93277e-09	2.27667e-08	323	262	18	31	1.49752e-05	-6.73225e-06	9.10115e-07	-7.2539e-06	279	130	48	80	1.37205e-05	-8.29815e-06	0	0	311	251	50	91	-0.000311881	0.00753401	-1.19951e-06	0.100401	313	243	44	77	10.0029	17.1396	3975.69
308	223	54	90	1.60878e-05	-1.03892e-05	2.05837e-06	4.13164e-06	323	261	19	31	-2.8945e-06	-8.51922e-06	1.28314e-07	-1.06007e-07	279	129	48	80	-2.71682e-06	-8.31259e-06	0	0	311	251	50	91	-0.000182982	0.00418079	-1.19951e-06	0.0299258	313	243	44	77	10.0029	17.1396	3981.56
307	223	53	89	3.76114e-06	1.4264e-05	5.17542e-07	1.04998e-06	323	261	19	31	-1.36163e-05	7.56354e-06	-8.76858e-07	8.99166e-07	280	130	48	80	2.77534e-06	5.38521e-06	0	0	311	251	50	91	-7.55667e-05	0.00176647	-1.19951e-06	0.349546	313	242	43	75	10.0029	17.1396	3979.8
307	224	53	89	-3.47728e-07	-1.8607e-05	3.93277e-09	2.27667e-08	323	262	18	32	4.25339e-06	9.35052e-06	-9.50577e-08	1.01085e-06	282	130	48	80	7.94912e-05	5.38521e-06	0	0	311	251	50	92	-2.1859e-05	0.275063	-1.19951e-06	0.325507	313	241	43	75	10.0032	17.1396	3976.14
308	224	54	90	1.60878e-05	-6.28036e-06	2.05837e-06	4.13164e-06	323	262	18	32	1.31883e-05	-8.51922e-06	1.0218e-06	1.01085e-06	284	131	48	80	8.49655e-05	4.09941e-05	0	0	311	251	50	92	-0.351969	0.302618	-1.19951e-06	0.203488	313	241	43	74	10.0034	17.1396	3964.44
308	223	54	90	1.19789e-05	1.83729e-05	1.54476e-06	3.10442e-06	323	261	19	32	-4.68147e-06	-6.73225e-06	1.66283e-08	1.01085e-06	286	131	48	80	8.49655e-05	-5.57846e-06	0	0	310	251	50	92	-0.337092	0.229886	-1.19951e-06	0.446051	312	241	43	75	10.0035	17.1396	3959.62
308	223	54	90	3.76114e-06	-6.28036e-06	5.17542e-07	1.04998e-06	323	261	19	32	-1.00424e-05	1.11375e-05	-9.88544e-07	1.01085e-06	287	131	48	80	1.37369e-05	-5.57846e-06	0	0	310	251	50	93	-0.213832	0.139299	-1.19951e-06	0.364176	312	242	44	77	10.0035	17.1396	3957.16
308	223	54	90	-1.67832e-05	-1.44981e-05	-2.0505e-06	-4.0861e-06	323	262	18	32	9.61431e-06	3.98959e-06	2.4e-07	1.01085e-06	288	131	48	80	9.04413e-05	-5.57846e-06	0	0	310	251	50	93	-0.100391	0.0668525	-1.19951e-06	0.562616	312	242	44	77	10.0035	17.1396	3954.69
307	224	53	89	1.19789e-05	-1.8607e-05	1.54476e-06	3.10442e-06	323	262	19	30	7.82734e-06	-1.38801e-05	7.98429e-07	-0.0549173	286	131	48	80	-4.65263e-05	-5.57846e-06	0	0	310	251	50	94	-0.0299156	0.295844	-1.19951e-06	0.426047	312	242	44	77	10.004	18.7017	3957.16
308	224	54	90	-3.47728e-07	-1.44981e-05	3.93277e-09	2.27667e-08	323	261	19	32	-1.00424e-05	-1.37133e-06	-3.18429e-07	0.0740021	285	129	48	80	-4.65189e-05	-4.11878e-05	0	0	310	251	50	94	0.00243796	0.300975	-1.19951e-06	0.23379	312	242	44	78	10.0042	16.9443	3968.35
308	224	54	90	-1.67832e-05	1.93738e-06	-2.0505e-06	-4.0861e-06	323	261	18	32	-4.68147e-06	1.64984e-05	-6.53487e-07	-0.00348126	284	130	48	80	2.79319e-06	5.38474e-06	0	0	310	252	50	94	0.0116005	0.220237	-1.19951e-06	0.0919556	312	243	44	78	10.0043	17.1149	3970.35
307	223	53	89	-1.26743e-05	1.4264e-05	-1.53689e-06	-3.05889e-06	323	262	18	31	1.31883e-05	4.15648e-07	4.63372e-07	-0.00138625	281	130	48	80	-0.000134119	5.38474e-06	0	0	311	252	50	94	0.0103545	0.129273	-1.19951e-06	0.0156583	312	243	44	78	10.0043	17.1464	3976.14
307	224	53	89	-1.26743e-05	-1.8607e-05	-1.53689e-06	-3.05889e-06	323	261	19	32	4.2534e-06	-1.56671e-05	5.75057e-07	0.000205157	278	131	48	80	-0.000134106	4.09941e-05	0	0	311	252	50	94	0.0063264	0.0594419	-1.19951e-06	-0.0134835	312	243	44	78	10.0042	17.1396	3975.69
307	224	53	89	-4.4566e-06	1.93738e-06	-5.09676e-07	-1.00445e-06	323	262	19	30	-1.36163e-05	2.20262e-06	-5.41801e-07	-0.0690119	275	132	48	80	-0.000501147	0.000164269	0	0	311	251	50	94	0.00285688	-0.257932	-1.19951e-06	0.334215	312	241	44	76	10.0038	18.7114	3975.88
307	223	53	89	7.87001e-06	1.83729e-05	1.03115e-06	2.0772e-06	323	261	18	32	-2.8945e-06	1.64984e-05	-5.41801e-07	0.0719458	276	133	48	80	8.4108e-06	4.09977e-05	0	0	311	250	50	95	0.000773018	-0.306822	-1.19951e-06	0.324269	312	242	44	77	10.0036	16.9658	3968.95
308	223	54	90	7.87001e-06	6.04625e-06	1.03115e-06	2.0772e-06	323	261	18	32	1.49752e-05	-1.37133e-06	5.75057e-07	-0.00263289	273	134	48	80	-0.000331316	0.000164269	0	0	311	250	50	95	-0.000140014	-0.240982	-1.19951e-06	0.207051	312	242	44	78	10.0036	17.1129	3967.05
308	223	54	90	-1.26743e-05	-6.28036e-06	-1.53689e-06	-3.05889e-06	323	262	19	31	2.46642e-06	-1.38801e-05	4.63372e-07	-0.00141562	271	136	48	80	-7.92845e-05	8.75449e-05	0	0	311	249	50	95	-0.000365587	-0.424646	-1.19951e-06	0.0978688	312	242	44	78	10.0032	17.1461	3956.65
307	223	53	89	1.19789e-05	-2.17149e-06	1.54476e-06	3.10442e-06	323	261	19	31	-1.54033e-05	3.98959e-06	-6.53487e-07	0.000188966	267	139	48	80	-4.09097e-05	3.82189e-05	0	0	310	249	50	95	-0.000311879	-0.37729	-1.19951e-06	0.0296035	312	242	44	78	10.003	17.1396	3943.81
308	224	54	90	7.87001e-06	-1.8607e-05	1.03115e-06	2.0772e-06	323	261	18	32	6.79447e-07	1.29245e-05	-3.18429e-07	1.56295e-05	263	141	48	80	-0.000660093	0.00033137	0	0	310	249	50	95	-0.00018298	-0.255786	-1.19951e-06	-0.00195786	312	242	44	78	10.003	17.1395	3944.07
308	224	54	90	-8.56547e-06	-6.28036e-06	-1.02328e-06	-2.03167e-06	323	262	18	31	1.67622e-05	-4.94527e-06	7.98429e-07	-5.70248e-06	260	144	48	80	-0.000134163	0.000131364	0	0	310	249	50	95	-7.55649e-05	-0.139681	-1.19951e-06	-0.0110425	312	242	44	78	10.003	17.1396	3927.51
308	223	54	90	7.87001e-06	-2.17149e-06	1.03115e-06	2.0772e-06	323	261	19	31	-1.10752e-06	-1.03062e-05	2.4e-07	-6.49977e-09	259	147	48	80	-9.58049e-05	0.000284712	0	0	310	249	50	94	-2.18571e-05	-0.0575101	-1.19951e-06	-0.00997106	312	242	44	78	10.003	17.1396	3887.34
308	224	54	90	-4.4566e-06	-1.8607e-05	-5.09676e-07	-1.00445e-06	323	261	19	32	-1.36163e-05	7.56354e-06	-8.76858e-07	9.98673e-07	260	150	48	80	8.29839e-06	2.99236e-05	0	0	310	249	50	94	1.03676e-05	-0.0107159	-1.19951e-06	-0.00612827	312	242	44	78	10.003	17.1396	3811.14
308	224	54	90	-3.47728e-07	1.83729e-05	3.93277e-09	2.27667e-08	323	262	18	30	4.25339e-06	9.35052e-06	-9.50577e-08	-0.0690255	263	153	48	80	0.000134305	0.0001285	0	0	311	249	50	94	2.11091e-05	0.00988126	-1.19951e-06	-0.00278227	312	242	44	79	10.003	18.7117	3584.5
308	224	54	90	1.60878e-05	-6.28036e-06	2.05837e-06	4.13164e-06	323	262	18	30	1.49752e-05	-6.73225e-06	9.10115e-07	0.00292738	267	156	48	80	-5.74929e-05	-4.68917e-05	0	0	311	249	50	94	1.03676e-05	0.0149362	-1.19951e-06	-0.000765545	312	242	44	79	10.003	18.4983	3088.23
308	223	54	90	1.19789e-05	1.01551e-05	1.54476e-06	3.10442e-06	323	262	19	31	-1.10752e-06	-1.03062e-05	2.4e-07	0.00219059	272	161	48	80	-6.8372e-05	-7.14676e-05	0	0	311	249	50	94	1.03676e-05	0.0127483	-1.19951e-06	0.00012869	312	242	45	79	10.003	18.4505	1860.8
307	224	53	89	3.76114e-06	1.01551e-05	5.17542e-07	1.04998e-06	323	261	19	32	-1.54033e-05	5.77657e-06	-7.65173e-07	0.0835143	279	166	48	80	-0.00010673	-7.40917e-05	0	0	311	249	50	94	1.03676e-05	0.00842261	-1.19951e-06	0.000359633	312	242	44	79	10.003	16.94	640.19
308	224	54	90	-4.4566e-06	6.04625e-06	-5.09676e-07	-1.00445e-06	323	261	18	32	6.79447e-07	1.29245e-05	-3.18429e-07	-0.000752216	288	173	48	80	0.00149316	0.00116419	0	0	310	248	50	95	-0.351969	-0.270222	-1.19951e-06	0.000305925	312	239	43	76	10.0027	17.093	109.376
308	223	54	90	-3.47728e-07	-1.03892e-05	3.93277e-09	2.27667e-08	323	262	18	31	1.67622e-05	-3.1583e-06	6.86743e-07	-0.00276837	296	179	48	80	-0.000112133	-8.22195e-05	0	0	309	248	50	95	-0.337103	-0.301122	-1.19951e-06	0.000182397	311	236	44	77	10.0026	17.1484	29.8208
308	224	54	90	-1.26743e-05	-1.03892e-05	-1.53689e-06	-3.05889e-06	323	262	19	31	6.79449e-07	-1.20932e-05	3.51686e-07	0.00019231	303	186	48	80	7.42074e-05	8.20636e-05	0	0	309	249	50	95	-0.213843	0.044629	-1.19951e-06	8.03525e-05	310	229	43	76	10.0028	17.1403	13.843
307	224	53	89	-8.56547e-06	6.04625e-06	-1.02328e-06	-2.03167e-06	323	262	19	30	-1.36163e-05	7.56354e-06	-8.76858e-07	-0.0548866	310	191	48	80	0.000298845	0.00021635	0	0	309	249	50	95	-0.100402	0.162822	-1.19951e-06	1.85886e-05	311	228	44	77	10.003	18.7014	11.2793
307	223	53	89	-4.4566e-06	6.04625e-06	-5.09676e-07	-1.00445e-06	323	261	18	32	4.25339e-06	9.35052e-06	-9.50577e-08	0.0598872	321	196	48	80	0.000123504	5.47667e-05	0	0	309	250	50	95	-0.0299263	0.437384	-1.19951e-06	-5.5799e-06	314	227	44	77	10.0034	16.9522	10.6535
308	224	54	90	-1.67832e-05	-2.17149e-06	-2.0505e-06	-4.0861e-06	323	262	19	30	1.14013e-05	-1.03062e-05	1.0218e-06	-0.0595736	334	199	48	80	0.000140177	3.834e-05	0	0	309	250	50	95	0.00243797	0.420827	-1.19951e-06	-1.09507e-05	317	229	44	78	10.0036	18.6932	11.229
308	223	54	90	3.76114e-06	-1.44981e-05	5.17542e-07	1.04998e-06	323	261	19	32	-6.46845e-06	-4.94527e-06	-9.50576e-08	0.0733407	345	197	48	80	0.000123758	-8.23669e-06	0	0	309	250	50	95	0.0116005	0.298979	-1.19951e-06	-1.09507e-05	319	232	44	78	10.0037	16.949	15.9651
308	224	54	90	3.76114e-06	1.4264e-05	5.17542e-07	1.04998e-06	323	261	19	32	-1.00424e-05	1.11375e-05	-9.88544e-07	-0.00154307	354	192	48	80	-0.000122716	7.12329e-05	0	0	310	250	50	95	0.362334	0.170878	-1.19951e-06	-8.26529e-06	318	235	43	76	10.0037	17.1013	52.0781
